Nº RNC	DESENHO	MP	REVISÃO	POS	CV	EQUIPAMENTO	CONJUNTO	MODELO	DESCRIÇÃO DO DESENHO	QUANTIDADE	CLIENTE	MATERIAL	ORDEM DE COMPRA	RESPONSÁVEL	INSPETOR	DATA EMISSÃO	ÁREA RESPONSÁVEL	SETOR	DESCRIÇÃO DA RNC	INSTRUÇÃO PARA RETRABALHO	CAUSA DA RNC	JUSTIFICATIVA	VALOR
33662	P32408G1001S020	1	1		041.275	Caixa de entrada	Lábio superior		Articulação do atuador LA	01	Vinhedos	AISI304L		Vagner da Silva	Ronaldo	13-Feb-25	Engenharia		"Alteração das rosca M8 para M10, diâmetro das furações de Ø115mm para Ø130mm."	Conforme R1.			R$ 100.00
33663	P44103I8401T002	3			050.211	Cilindro secador	Barras de turbulência		Barras tubulares 1100	01	Valinhos	AISI304		Nelson Luiz Ferreira	Ronaldo	13-Feb-25	Produção	Usinagem Plana	Centro de furação ficou corrido 2mm.	Nova.			R$ 100.00
33664	P32408G8203M001				041.998	Mesa plana secundária	Rolo retorno Ø10	1544	Corpo do mancal	02	Paraibuna			Fundição Campos Gerais	Ronaldo	13-Feb-25	Terceiros		Um mancal apresentou falta de material para usiangem 90mm tolerada.	Nova.			R$ 100.00
33665	P44701G1001S003	1	1		041.275	Caixa de entrada	Lábio superior		Suporte articulado	01	Vinhedos	AISI304L		Vagner da Silva	Ronaldo	13-Feb-25	Engenharia		Correção da vista que ilustrava uma das roscas M8 na posição incorreta.	Conforme R1.	Duas vistas divergentes.		R$ 100.00
33666	P44103G6801G006				050.227	Pichasso	Manutenção		Proteção ventilador	01	Valinhos	AISI304		João Vitor Pucci	Ronaldo	13-Feb-25	Engenharia		Altura da proteção ficou com 70mm correto é 50mm.	Retrabalhar e revisão.			R$ 100.00
33667	P03501A14G004	1	1	2	050.002	Preparação de massa	Filtro magnético		Trava de interligação	04	B.O Paper	AISI304L		Vagner da Silva	Ronaldo	13-Feb-25	Engenharia		"Revisão e inclusão de pré usinagem do item 2, alteração da especificação da solda."	Conforme R1.			R$ 100.00
33668	P33501L3202T016	1			041.015	Enroladeira	Amortecedor bobinas		Suporte LA articulação braço	02	Tedesco	SAE1020		Ronildo	Ronaldo	13-Feb-25	Produção	Caldeiraria de Carbono	Eram 2 peças LA e foi montada 1 peça LA e 1 peça LC.	Corrigir.			R$ 100.00
33669	P33501L2201F013		1		041.015	Desenroladeira	Freio		Braço do freio	10	Tedesco	SAE1020		Cláudio Brandão	Ronaldo	14-Feb-25	Engenharia		Desenroladeira na cor laranja RAL2000 sendo o correto creme RAL1015	Revisar desenho e pintura na cor correta.			R$ 100.00
33670	P44701G1001L003				041.275	Caixa de entrada	Lábio infeirior		Base móvel	01	Vinhedos			Rodrigo Machado de Mattos	Ronaldo	17-Feb-25	Produção	Usinagem Plana	Correu a ferramenta em canal danificando o lábio inferior.	Encher e reusinar.			R$ 450.00
33671	P28202D20032G011				041.932	Depurador vertical	Rotor		Manutenção corpo	01	Novacki	AISI304L		Luiz Gustavo	Ronaldo	17-Feb-25	Produção	Montagem	Acrescentado peso para balanceamento em cima de peso existente.	Remover pesos.			R$ 100.00
33672	P00000A4501V008				041.648	Válvula pneumática	Montagem		Suporte da palma	100	Ippel	AISI304L		SPS	Ronaldo	17-Feb-25	Terceiros		"Peças vieram com a haste torta, fora do esquadro."	Substituir.			R$ 100.00
33673	D01200V004G002	01			050.192	Laminador primário	Rolo móvel	MI 2641	Tampa externo	01	Ioto	GGG40		Fundição Campos Gerais	Ronaldo	17-Jan-25	Terceiros		Porosidade.	Nova.			R$ 100.00
33674	P00003A4408H020			12	041.015	Rebobinadeira	Baixador de bobinas		Cilindro hidráulico ISO6020	02	Tedesco			Wesley	Ronaldo		PCP		"Solicitado para posição 12 4 porcas M16x2 sendo o correto porca M16x1,5mm."	"Nova porcas M16x1,5."			R$ 100.00
33675	P05902H81015011		1		041.840	Rolo de sucção	Mangueiras de ar		Conexão mangueira	02	Citroplast	Bronze		Fundimetais	Ronaldo	17-Feb-25	Terceiros		Bronze apresentou porosidade causando vazamento de ar.	Novo.			R$ 100.00
33676	P32408L2201R010		1		050.031	Desenroladeira IDSA265	Engate rápido		Garfo acoplador	01	Paraibuna	SAE1020		Diogo	Ronaldo	17-Feb-25	Engenharia		Revisão no raio para dobra de 33.	Dobrar com raio de 28.			R$ 100.00
33677	P42202G5001E002		1		041.161	Mesa plana	Estrutura		Longarina primária LA	01	Trombini Canela	AISI304L		Joacir	Ronaldo	17-Feb-25	Engenharia		Realocadas roscas M8 de fixação das abas laterais das calhas.	Conforme R1.			R$ 100.00
33678	P37901G0301G008		0		041.897	Atuador mecânico MMC5	Manutenção		Anel de vedação rolamento	04	São Carlos	Bronze		Pedro	Ronaldo	17-Feb-25	Produção	Usin. Cilíndrica Convencional	"Diâmetro externo de 55mm com tolerância de -0,05 a -0,10 estão as peças com -0,20 e -0,40."	Novas.			R$ 100.00
33679	P06800A001G001		1		041.688	Filtro lavador de celulose	Manutenção		Reforço lateral caldeiraria	01	Cocelpa			Cláudio Brandão	Ronaldo	17-Feb-25	Engenharia		Revisão material a fim de facilitar processo.	Conforme R1.			R$ 100.00
33680	P06800A001G001		1		041.949	Filtro 2 lavador celulose	Manutenção		Reforço lateral	01	Cocelpa			Cláudio Brandão	Ronaldo	17-Feb-25	Engenharia		Revisão material a fim de facilitar o processo.	Conforme R1.			R$ 100.00
33681	P42202G5601E001		1		041.161	Mesa plana	Estrutura		Longarina	01	Trombini Canela			Joacir	Ronaldo	17-Feb-25	Engenharia		Realocação roscas M8 onde fixa as abas laterais das calhas.	Conforme R1.			R$ 100.00
33682	P16301G7301G012		0		041.722	Raspador duplo	Montagem		Anel trava Ø50	02	HP			Alisson Rabi	Ronaldo	17-Feb-25	Produção	Usin. Cilíndrica Convencional	"Diâmetro de 50mm está com +0,10mm onde desenho pede +0,05."	Reusinar e deixar na medida.			R$ 100.00
33683	P33501M7002C007	1			041.015	Rebobinadeira prime series	Módulo de corte		Mesa	01	Tedesco			Nelson Luiz Ferreira	Ronaldo	17-Feb-25	Produção	Usinagem Plana	Descrição do desenho pede Ø160mm entre furos de um capo e Ø200 do outro e foi traçado os dois lados com Ø160mm.	Encher e refurar.			R$ 100.00
33684	P06800A0001G002		1		041.949	Filtro reforço lateral	Fixação central tela		Usinagem reforço lateral	01	Cocelpa			Cláudio Brandão	Ronaldo	17-Feb-25	Engenharia		Alteração da forma cosntrutiva para facilitar montagem.	Conforme R1.			R$ 100.00
33685	P06800A0001G002		1		041.688	Filtro lavador celulose	Conjunto fixação central da tela		Usinagem reforço lateral	01	Cocelpa			Cláudio Brandão	Ronaldo	17-Feb-25	Engenharia		Alteração forma cosntrutiva para facilitar montagem.	Conforme R1.			R$ 100.00
33686	P32408G0303G008		0		041.275	Ajuste lábio superior	Micro ajuste		Corpo	17	Vinhedos	AISI304		Spilrod	Ronaldo	17-Feb-25	Terceiros		Uma peça apresentou porosidade.	Encher com solda e reusinar.			R$ 100.00
33687	P44701G1001C003	1	0		041.275	Caixa de entrada	Coletor		Flange de centragem	01	Vinhedos	AISI304L		Vagner da Silva	Ronaldo	18-Feb-25	Engenharia		"Durante o processo de usinagem ferramenta quebrou, porem continuado usinagem."	Encher solda e refazer usinagem.			R$ 100.00
33688	P18604L7501L005	1	0		041.015	Reposicionador estanga	Braço alimentador		Jumelo do cilindro hidráulico	02	Tedesco	SAE1020		Daniel	Ronaldo	18-Feb-25	Produção	Montagem	"Colocado jumelo do cilindro, não foi rosca total, para retiradda rustiu a rosca de danificou jumelo."	Encher rosca e refazer.			R$ 100.00
33689	D00400M1301G205		1		041.297	Ponte rolante 60T	Cabeceira		Flange de fechamento	04	Ippel			Thiago	Ronaldo	18-Feb-25	Engenharia		Alteração na medida do encaixe de 370mm para 375mm.	Conforme R1.			R$ 100.00
33690	D00400M1301G202		2		041.297	Ponte rolante	Cabeceira		Quadro A	01	Ippel			Thiago	Ronaldo	18-Feb-25	Engenharia		Alteração na medida de furação de 216mm para 236mm.	Conforme R2.			R$ 100.00
33691	D00400M1301G203		2		041.297	Ponte rolante	Cabeceira		Quadro B	01	Ippel			Thiago	Ronaldo	18-Feb-25	Engenharia		Alterado medida de furação de 216mm para 236mm.	Conforme R1.			R$ 100.00
33692		1	1	11	041.044	P19701G6801B000	Montagem		Conjunto bico	01	Isidoro e Moraes			Cláudio Brandão	Ronaldo	18-Feb-25	Engenharia		Alterado rosca do bico pichasso para NPT conforme especificação do fabricante.	Conforme R1.			R$ 100.00
33693	P19701G6801B003		1		041.044	Pichasso tranversal	Bico		Tubo condutor	01	Isidoro e Moraes			Cláudio Brandão	Ronaldo	18-Feb-25	Engenharia		"Revisado para rosca 3/8"" NPT conforme especificação do fabricante do bico."	Conforme R1.			R$ 100.00
33694	P3201H3403G019	1	1		041.153	Ampliação setor prensas	Estrutura		Calço regualdor feltro superior LC	01	Placibras	SAE1020		Ricardo Mauda	Ronaldo	18-Feb-25	Engenharia		Alterado detalhe de corte das peças 1 e 9.	Conforme R1.			R$ 100.00
33695	P16301g7301c001		1		041.722	Raspador duplo	Corpo raspador		Corpo	01	HP			Wanderlei Martins Barbosa	Ronaldo	18-Feb-25	Produção	Usinagem Plana	"Desenho pede rosca M12 na face superior, duas em cada lado porem operador fez na face inferior."	Encher e refurar.			R$ 100.00
33696	P16301G7301P004		0		041.722	Raspa oscilante DST	Porta lâmina		Base	02	HP			Cláudio Brandão	Ronaldo	18-Feb-25	Engenharia		Erro de projeto.	Cortar nova as peças da posição 1 e 2.			R$ 100.00
33697	P16301G7301G014	1			041.722	Raspador duplo DST	Montagem		Calha rolo sucção	01	HP	AISI304L		Cláudio Brandão	Ronaldo	18-Feb-25	Engenharia		Dobras das posições 3 e 4 erradas.	Revisão do desenho.			R$ 100.00
33699	P06800A0001G001				041.949	Filtro 2 lavador de celulose	Manutenção		Reforço lateral	02	Cocelpa	AISI304L		Cláudio Brandão	Ronaldo	18-Feb-25	Engenharia		Quantidade de reforços necesário 2.	Revisão do desenho e fabricação de mais uam peça.			R$ 100.00
33700	P06800A0001G001				041.688	Filtro 1 lavador de celulose	Manutenção		Reforço lateral	02	Cocelpa			Cláudio Brandão	Ronaldo	18-Feb-25	Engenharia		Quantidade de reforço necessários são 2.	Revisar desenho e fabricar mais peças.			R$ 100.00
337002	D0040M1301G203		3		041.297	Ponte rolante	Cabeceira B		Quadro B	01	Ippel			Thiago	Ronaldo	18-Feb-25	Engenharia		"Furação M20x2,5 - 8 furos sem profundidade."	Revisar desenho.			R$ 100.00
33701	P33501L3202R000		2		020.406	Enroladeira	Montagem		Conjunto braço de espera	01	Tedesco			Leonardo Kremer	Ronaldo	18-Feb-25	Engenharia		Tubulaço ficou acima da base da coluna e acima da longarina não sendo possivel a fixação.	Revisão do desenho e mudança na posição do encoder.			R$ 100.00
33703	P33501L4601P004		0		041.015	Enroladeira	Proteções perimetrais		Proteção 1700x2000	06	Tedesco	SAE1020		Nelson Luiz Ferreira	Ronaldo	18-Feb-25	Produção	Usinagem Plana	Traçagem da furação da maçaneta feita do lado errado.	Encher furos errados e dar acabamento.			R$ 100.00
33704	P33501L4601P004	1			041.015	Enroladeira	Proteções perimetrais		Portão 1700x2000	06	Tedesco	SAE1020		Silvio Moreira	Ronaldo	18-Feb-25	Produção	Usinagem Plana	Furação na peça da posição 6 fora de centro.	Encher com solda e furar novamente.			R$ 100.00
33705	P18604L7501D015				041.015	Reposicionador de estangas	Braço de elevação		Suporte cilindro LA	01	Tedesco	SAE1020		Matheus de Souza Silva	Ronaldo	19-Feb-25	Engenharia		Suporte vai fixado no braço de elevação cuja cor é laranja porem indica pintura na cor creme.	Pintar em laranja.			R$ 100.00
33706	P18604L7501D007				041.015	Reposicioandor de estangas	Braço de elevação		Suporte cilindro LC	01	Tedesco	SAE1020		Matheus de Souza Silva	Ronaldo	19-Feb-25	Engenharia		Erro na descrição da cor.	Pintar em laranja.			R$ 100.00
33707	P33501L4601P005				041.015	Rebobinadeira	Proteções perimetrais		Portão 1000 x 2140	02	Tedesco	SAE1020		Cláudio Alves	Ronaldo	19-Feb-25	Produção	Caldeiraria de Carbono	Durante o processo de montagem o portão ficou no meio.	Corrigir.			R$ 100.00
33708	P3240861001L010	01			041.275	Caixa de entrada	Lábio infeirior		Régua de desgaste	04	Vinhedos	TM23		Vinicius	Ronaldo	19-Feb-25	Produção	Usin. Cilíndrica CNC	"Descrição no desenho pede Ø14mm (-0,01 a +0,03) e ficou com Ø13,7mm."	Nova.			R$ 100.00
33710	P19701L3201L002	1			041.757	Enroladeira	Tambor Ø915		Camisa corpo	01	Isidoro e Moraes			Jumbo	Ronaldo	19-Feb-25	Terceiros		As pontas estão fora da medida.	Corrigir.			R$ 100.00
33711	P33501M7002S021				041.015	Rebobinadeira	Prens fitas		Calha	01	Tedesco	SAE1020		Nelson Luiz Ferreira	Ronaldo	19-Feb-25	Produção	Usinagem Plana	Descrição pede Ø140mm e entre furos e um dos lados ficou com Ø130mm.	Encher e refurar.			R$ 100.00
33713	P38401E3101K002		1		041.552	Engrossador de massa	Cilindro		Camisa	01	Sengés	SAE1020		Daiane Pedroso Bueno	Ronaldo	19-Feb-25	Engenharia		"Revisão da ovalização de 1,5mm para 2mm."	Conforme R1.			R$ 100.00
33714					041.275	Caixa de entrada	Lábio inferior		Base fixa	01	Vinhedos	AISI304L		Vagner da Silva	Ronaldo	19-Feb-25	Engenharia		Inclusão de nova abertura na parte traseira para acesso aos parafusos.	Conforme R1.			R$ 100.00
33715	D01200V004G001				050.192	Laminador primário	Rolo fixo		Tampa interna	02	Ioto			José Assis	Ronaldo	20-Feb-25	Produção	Usin. Cilíndrica Convencional	"Descrição do desenho pede Ø220mm (+0,01/+0,05) e ficou com +0,25."	Embuchar e corrigir.			R$ 100.00
33716	P44701G101L00		1		041.275	Caixa de entrada	Lábio inferior		Conjunto lábio inferior	01	Vinhedos			Vagner da Silva	Ronaldo	20-Feb-25	Engenharia		Inclusão de abertura na lábio inferior e inclusão de item 32.	Conforme R1.			R$ 100.00
33718	P42202G5601B004		1		041.161	Mesa plana	Sistema basculante rolo cabeceira		Braço basculante LA	01	Trombini Canela	AISI304L		Mário Dolato Neto	Ronaldo	20-Feb-25	Engenharia		Alterado usinagem posição 9 e 10.	Conforme revisão.			R$ 100.00
33719	P42202G5601B003		1		041.161	Mesa plana	Sistema basculante rolo cabeceira		Braço oscilante	01	Trombini Canela			Mário Dolato Neto	Ronaldo	20-Feb-25	Engenharia		Alteração espessura da chapa posição 9	Conforme R1.			R$ 100.00
33720	P33501L2201S012		1		041.015	Desenroladeira	Suporte da estanga		Trava do berço	02	Tedesco			José Israel	Ronaldo	20-Feb-25	Engenharia		Desnho indica cor errada.	Alterar a cor.			R$ 100.00
33721	P42202G5601E042		1		041.161	Mesa plana	Estrutura		Placa base calço H120	02	Trombini Canela	AISI304		Joacir	Ronaldo	20-Feb-25	Engenharia		Aumento do diâmetro dos furos internos de 26 para 32mm.	Conforme revisão.			R$ 100.00
33723	P42202G5601E004		1		041.161	Mesa plana	Estrutura		Longarina secundária LA	01	Trombini Canela	AISI304L		Joacir	Ronaldo	20-Feb-25	Engenharia		Realocação das roscas M8 de fixação das abas laterais das calhas.	Conforme R1.			R$ 100.00
33724	P42202G5601E003		1		041.161	Mesa plana	Estrutura		Longarina secundária LC	01	Trombini Canela			Joacir	Ronaldo	20-Feb-14	Engenharia		Realocação das roscas M8 de fixação das abas laterais das calhas.	Conforme R1.			R$ 100.00
33725	P42202G5601E000		1		041.161	Mesa plana	Estrutura		Montagem	01	Trombini Canela			Joacir	Ronaldo	20-Feb-25	Engenharia		Anotação da revisaão das numerações das posições 63 a 72.	Alterar desenho e reencaminhar para fábrica.			R$ 100.00
33726	P33501L2201R011		1		041.015	Desenroladeira	Engate rápido		Prendedores da proteção	01	Tedesco	SAE1020		Cláudio Brandão	Ronaldo	20-Feb-25	Engenharia		Desenho com furação para diâmetro de 130mm e mancal saiu com diâmetro de furação com 140mm.	Ajustado prendedor da proteção com Ø140mm para furação.			R$ 100.00
33727	P33501L3202E063		0		041.015	Enroladeira	Complemento estrutura		Suporte sensor presença	01	Tedesco	SAE1020		Nelson Luiz Ferreira	Ronaldo	21-Feb-25	Produção	Usinagem Plana	Furação fora de centro.	Encher com solda e refurar.			R$ 100.00
33728	P37901G0301G009		1		041.897	Atuador mecânico MMC5	Complemento basculante cabeceira		Manutenção	01	São Carlos			Diogo	Ronaldo	24-Feb-25	Engenharia		Parafusos errados.	Corrigir medidas dos parafusos.			R$ 100.00
33729	P0000A8001R001		1		041.015	Rebobinadeira	Rolo curvo		Bucha interna lateral	06	Tedesco			Ricardo Mauda	Ronaldo	24-Feb-25	Engenharia		Alteração no furo Ø8mm para oblongo 10x8mm.	Conforme R1.			R$ 100.00
33730	P19702G8101R054	2	0		040.951	Rolo de sucção	Adequação		Placa de desgaste LA	01	Isidoro e Moraes	AISI304L		Vagner da Silva	Ronaldo	11-Sep-24	Engenharia		Erro centro de furação 3mm.	Soldar e refurar.	Erro.		R$ 100.00
33731	P42202G5601C009	2	1		041.161	Mesa plana	Calhas		Calha basculante	01	Trombini Canela			Joacir	Ronaldo	24-Feb-25	Engenharia		Reposicionador o furo Ø45mm da peça.	Conforme R1.			R$ 100.00
33732	P00000H4102E008	1		3	040.331	Separador ar água	Separador ar/água		Base	03	Tedesco	SAE1020		José Israel	Ronaldo	24-Feb-25	Engenharia		Posição 03 pede 90 e no desenho chama Ø100.	Corrigir.			R$ 100.00
33733	P19701G6801L000	1	11		041.044	Pichasso lateral	Montagem		Pichasso lateral	1	Isidoro e Moraes			Cláudio Brandão	Ronaldo	25-Feb-25	Engenharia		Alteração da rosca do bico pichasso.	Conforme R1.			R$ 100.00
33734	P00000A8001R006		1		041.015	Rebobinadeira	Rolo curvo		Bucha interna central	33	Tedesco	ST52		Ricardo Mauda	Ronaldo	25-Feb-25	Engenharia		Alteração de furação Ø8mm para oblonga 10x8.	Conforme R1.			R$ 100.00
33735	P33501M7002S018		1		041.015	Rebobinadeira	Prensa fitas		Presilha	02	Tedesco	SAE1020		Matheus de Souza Silva	Ronaldo	25-Feb-25	Engenharia		"Aumento no Ø27 para 27,5mm por tubo estar bruto e com medida maior."	Conforme R1.			R$ 100.00
33736	P33501L2201S012		1		041.015	Desenroladeira	Suporte da estanga		Trava do braço	02	Tedesco	SAE1020		José Israel	Ronaldo	25-Feb-25	Engenharia		Peça com indicação na cor errada.	Conforme R1.			R$ 100.00
33737	P37901G0301G009		1		041.897	Ataudor mecânico MMC5	Complemento basculante supeiror		Manutença atuador	01	São Carlos			Diogo	Ronaldo	25-Feb-25	Engenharia		"Jumelo posição 22, possui furação M16 e M12 porem solicitava parafusos M12 e M10."	Solicitar novos parafusos.			R$ 100.00
33738	P07606L2201G017	06			031.703	Modificação desenroladeira	Modificação desenroladeira		Lateeral LA	01	Caiera			Luiz Guilherme Souza	Ronaldo	25-Feb-25	Engenharia		Descrição da posição 3.	Corrigir.			R$ 100.00
33739	P07606L2201G002				031.703	Modificação desenroaldeira	Modificação enroladeira		Lateral LC	01	Caieras			Luiz Guilherme Souza	Ronaldo	25-Feb-25	Engenharia		Descrição na posição 3 representa sem sobra.	Corrigir.			R$ 100.00
33740	P33501M7002C030		2		041.015	Rebobinadeira	Módulo de corte		Bocal de refile	01	Tedesco	SAE1020		José Israel	Ronaldo	25-Feb-25	Engenharia		"Medida das chapas onde fixa o prisioneiro está com a medida bruta e a peça onde vai encaixada está com Ø153mm tolerância de +0,2 à +0,4."	Revisão do desenho e reusinar peças.			R$ 100.00
33741	P03501A0014G006		0		050.002	Preparação de massa	Filtro magnético		Parafuso com olhal	16	B.O Paper	AISI304		Vinicius	Ronaldo	25-Feb-25	Produção	Usin. Cilíndrica CNC	Centro de furo Ø10mm está fora da em 14peças.	Utilizar como está.			R$ 100.00
33742	P44701G1001F005	1			041.275	Caixa de entrada	Limitador de formato		Suporte régua lado 2	01	Vinhedos	AISI304L		Elvis Roberto Souza	Ronaldo	25-Feb-25	Qualidade		Descrição do desenho pede oblongo de 24x14 e está com 24 x19 e não foi visto peça qualidade.	Encher e refurar.			R$ 100.00
33743	P44701610001F006	1			041.275	Caixa de entrada	Limitador formato		Suporte da régua lado 1	01	Vinhedos	AISI304L		Elvis Roberto Souza	Ronaldo	25-Feb-25	Qualidade		Descrição do desenho pede oblongo de 24x14mm e ficou com 24x19mm passando pela qualidade.	Encher e refurar.			R$ 100.00
33744	P03501A0014G002				050.002	Preparação de massa	Fitro magnético		Tampa superior	02	B.O Paper			Alisson	Ronaldo	25-Feb-25	Produção	Usin. Cilíndrica CNC	"Ao reusinar para abrir a furação de Ø25,4mm +0,2/+0,1 e deixar com Ø26 +0,2/+0,1 ficou fora do centro."	Encher com solda e refazer processo.			R$ 100.00
33745	P40301L3201C000		1		041.300	Enroladeira	Polia guia corda		Conjunto	01	Sonoco			Diogo	Ronaldo	25-Feb-25	Engenharia		Inclusão de bucha posição 14.	Conforme R1.			R$ 100.00
